,Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
2061,Lexus,ES,Saudi,Bronze,Semi Full,3.4,Gas,Automatic,154000,Dammam,88000,5
2062,Ford,Taurus,Other,White,Semi Full,3.5,Gas,Automatic,102000,Dammam,72000,5
2063,Dodge,Charger,Other,Blue,Full,5.7,Gas,Automatic,119000,Dammam,105000,6
2064,Ford,Taurus,Other,Black,Semi Full,3.5,Gas,Automatic,107000,Dammam,77000,3
2066,Ford,Taurus,Other,Brown,Full,3.5,Gas,Automatic,91000,Dammam,70000,5
2067,Toyota,Avalon,Other,White,Semi Full,3.5,Gas,Automatic,80000,Dammam,86000,6
2068,Lexus,ES,Other,Another Color,Full,3.5,Gas,Automatic,87000,Dammam,119000,5
2069,GMC,Acadia,Saudi,Black,Full,3.6,Gas,Automatic,193000,Dammam,58000,7
2070,GMC,Yukon,Saudi,White,Full,5.3,Gas,Automatic,327000,Dammam,77000,7
2071,Lexus,RC,Other,White,Full,3.3,Gas,Automatic,139000,Dammam,121000,6
2072,Ford,Taurus,Other,Black,Full,3.5,Gas,Automatic,92000,Dammam,93000,3
2073,Ford,Mustang,Other,Red,Full,2.3,Gas,Automatic,41000,Dammam,123000,2
2074,Ford,Mustang,Gulf Arabic,Yellow,Full,5.0,Gas,Manual,50000,Dammam,127000,5
2075,GMC,Yukon,Saudi,Silver,Standard,5.3,Gas,Automatic,292000,Dammam,74000,8
2076,Porsche,Panamera,Saudi,Brown,Full,3.0,Gas,Automatic,113000,Dammam,99000,10
2077,Toyota,Prado,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,77000,Dammam,139000,3
2078,Cadillac,Escalade,Other,Grey,Full,6.2,Gas,Automatic,114000,Dammam,179000,5
2079,Chevrolet,Camaro,Other,Silver,Full,3.6,Gas,Automatic,89000,Dammam,109000,3
2080,Mercury,Marquis,Other,Silver,Full,5.0,Gas,Automatic,270000,Riyadh,19000,11
2081,Mazda,CX9,Other,White,Full,2.5,Gas,Automatic,104000,Dammam,105000,5
2082,Cadillac,Escalade,Other,Grey,Full,6.2,Gas,Automatic,114000,Dammam,175000,5
2083,Toyota,Prado,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,19000,Dammam,143000,3
2084,Mercedes,S,Saudi,White,Full,3.0,Gas,Automatic,110000,Dammam,113000,8
2085,Chevrolet,Camaro,Other,Silver,Full,3.6,Gas,Automatic,99000,Dammam,109000,4
2086,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,147374,Riyadh,71500,6
2087,Audi,A6,Saudi,Grey,Semi Full,3.0,Gas,Automatic,74924,Riyadh,71500,8
2088,Lincoln,MKZ,Saudi,Black,Semi Full,3.7,Gas,Automatic,98100,Riyadh,71500,8
2089,Hyundai,Sonata,Saudi,Silver,Full,2.4,Gas,Automatic,84315,Riyadh,72500,3
2090,Ford,Taurus,Other,Grey,Full,3.5,Gas,Automatic,100000,Dammam,79000,6
2091,Chevrolet,Traverse,Other,White,Full,3.5,Gas,Automatic,154000,Dammam,85000,5
2092,Chevrolet,Silverado,Saudi,White,Standard,5.3,Gas,Automatic,57000,Dammam,89000,3
2093,Ford,Taurus,Other,White,Full,3.5,Gas,Automatic,129000,Dammam,74000,5
2094,Ford,Fusion,Saudi,Black,Semi Full,2.5,Gas,Automatic,157000,Dammam,47000,6
2095,Toyota,Prado,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,77000,Dammam,139000,3
2096,Ford,Taurus,Other,White,Full,3.5,Gas,Automatic,96000,Dammam,85000,6
2097,Ford,Taurus,Other,Bronze,Full,3.5,Gas,Automatic,59000,Dammam,91000,3
2098,Ford,Taurus,Other,Red,Full,3.5,Gas,Automatic,122000,Dammam,69000,6
2099,Ford,Taurus,Other,Black,Semi Full,3.5,Gas,Automatic,100000,Dammam,89000,3
2100,Chrysler,S300,Other,Silver,Full,3.6,Gas,Automatic,105000,Dammam,119000,3
2101,Chevrolet,Malibu,Saudi,Black,Standard,2.5,Gas,Automatic,170,Riyadh,20000,5
2103,INFINITI,QX,Saudi,Grey,Full,3.7,Gas,Automatic,19800,Riyadh,130000,2
2105,Hyundai,Elantra,Saudi,Silver,Full,2.0,Gas,Automatic,270000,Jeddah,27000,6
2107,Toyota,Land Cruiser 70,Saudi,White,Full,1.7,Gas,Manual,89000,Riyadh,90000,2
2108,Chevrolet,Blazer,Saudi,Silver,Standard,2.3,Gas,Automatic,180000,Jubail,40000,6
2109,Mitsubishi,Pajero,Saudi,Brown,Semi Full,3.5,Gas,Automatic,122000,Riyadh,50000,5
2113,Kia,Cadenza,Saudi,Navy,Full,3.3,Gas,Automatic,148884,Riyadh,65000,3
2114,Kia,Cadenza,Saudi,White,Standard,3.3,Gas,Automatic,155652,Riyadh,72500,3
2115,Chevrolet,Impala,Saudi,Silver,Standard,3.6,Gas,Automatic,63118,Riyadh,73500,3
2116,Ford,Taurus,Saudi,Blue,Standard,3.5,Gas,Automatic,81165,Riyadh,74000,3
2117,Hyundai,Santa fe,Saudi,Brown,Semi Full,3.3,Gas,Automatic,143405,Riyadh,74500,3
2118,Hyundai,Azera,Saudi,White,Standard,3.0,Gas,Automatic,56000,Riyadh,77000,2
2120,Chevrolet,Spark,Saudi,White,Standard,1.4,Gas,Automatic,16000,Riyadh,27000,1
2121,Volkswagen,CC,Saudi,Black,Full,2.0,Gas,Automatic,210000,Al-Ahsa,27000,9
2125,Hyundai,Elantra,Saudi,White,Semi Full,2.0,Gas,Automatic,70000,Aseer,57000,3
2134,Hyundai,Elantra,Saudi,Silver,Full,1.7,Gas,Automatic,2600,Makkah,95000,0
2137,Mercedes,E,Other,Red,Semi Full,2.0,Gas,Automatic,33000,Dammam,185000,4
2139,Nissan,Patrol,Saudi,White,Full,4.8,Gas,Automatic,130000,Dammam,82000,6
2140,Nissan,Sunny,Saudi,Grey,Full,1.5,Gas,Automatic,1300,Dammam,43000,1
2143,Toyota,Camry,Saudi,White,Full,2.5,Gas,Automatic,95794,Riyadh,74500,4
2144,Ford,Taurus,Saudi,Blue,Standard,3.5,Gas,Automatic,91355,Riyadh,74500,3
2145,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,79159,Riyadh,75000,8
2146,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,124628,Riyadh,75000,8
2147,Nissan,Datsun,Saudi,White,Standard,1.6,Gas,Manual,340,Qassim,26000,8
2150,GMC,Yukon,Saudi,Another Color,Semi Full,1.5,Gas,Automatic,65000,Makkah,80000,9
2153,Hyundai,Elantra,Saudi,Grey,Full,2.0,Gas,Automatic,97000,Al-Medina,42000,5
2156,Toyota,Innova,Saudi,Silver,Standard,2.7,Gas,Automatic,24552,Riyadh,76500,1
2157,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,105558,Riyadh,76500,3
2158,Dodge,Charger,Saudi,Black,Standard,3.6,Gas,Automatic,122178,Riyadh,76500,4
2159,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,92132,Riyadh,76500,8
2160,GMC,Yukon,Saudi,Brown,Standard,5.3,Gas,Automatic,293,Abha,47000,10
2161,Mitsubishi,Pajero,Saudi,White,Full,3.8,Gas,Automatic,200,Riyadh,56000,5
2163,Jeep,Grand Cherokee,Saudi,Silver,Semi Full,3.6,Gas,Automatic,245000,Al-Namas,55000,7
2164,GMC,Terrain,Saudi,Grey,Semi Full,2.4,Gas,Automatic,240000,Jeddah,30000,8
2167,Mercedes,E,Saudi,Grey,Semi Full,3.5,Gas,Automatic,95000,Dammam,98000,7
2168,Kia,Mohave,Saudi,White,Full,3.8,Gas,Automatic,200350,Al-Ahsa,40000,7
2173,Chevrolet,Colorado,Saudi,Brown,Standard,1.4,Gas,Manual,202000,Al-Medina,23000,8
2176,Kia,Rio,Saudi,White,Standard,1.6,Gas,Automatic,182000,Riyadh,21000,6
2179,GMC,Yukon,Saudi,Brown,Standard,5.3,Gas,Automatic,39000,Taef,142000,4
2184,Toyota,Avalon,Saudi,Red,Full,3.5,Gas,Automatic,101000,Jeddah,70000,8
2185,Mazda,6,Saudi,Blue,Standard,2.5,Gas,Automatic,71187,Riyadh,76500,2
2186,Honda,Accord,Saudi,Red,Semi Full,2.4,Gas,Automatic,59200,Riyadh,76500,7
2187,Dodge,Charger,Saudi,Red,Semi Full,3.6,Gas,Automatic,165407,Riyadh,76500,5
2188,Ford,Expedition,Saudi,Grey,Standard,5.4,Gas,Automatic,16682,Riyadh,76500,7
2189,Hyundai,Tucson,Saudi,Grey,Standard,2.0,Gas,Automatic,69000,Jeddah,45000,6
2190,Nissan,Maxima,Saudi,Black,Semi Full,3.5,Gas,Automatic,355000,Jeddah,20000,10
2191,Ford,Fusion,Saudi,Brown,Full,2.5,Gas,Automatic,200000,Riyadh,49000,6
2193,Chevrolet,Traverse,Other,Silver,Standard,2.5,Gas,Automatic,100000,Besha,20000,10
2194,Kia,Optima,Saudi,White,Full,2.4,Gas,Automatic,129744,Al-Medina,49500,6
2195,Toyota,Yaris,Saudi,Brown,Semi Full,1.6,Gas,Automatic,50000,Dammam,40000,2
2196,Lexus,IS,Saudi,Black,Semi Full,3.5,Gas,Automatic,131000,Riyadh,166000,3
2197,Ford,Taurus,Other,Grey,Full,3.5,Gas,Automatic,115000,Dammam,71000,5
2198,Hyundai,Elantra,Saudi,Grey,Full,2.0,Gas,Automatic,169,Aseer,30000,6
2205,Honda,Accord,Saudi,Golden,Standard,2.4,Gas,Automatic,197000,Abha,20000,13
2207,Mercedes,S,Saudi,Black,Full,3.5,Gas,Automatic,228000,Taef,45000,15
2210,Chevrolet,Silverado,Saudi,Silver,Standard,5.3,Gas,Automatic,88000,Dammam,85000,3
2213,Ford,Taurus,Saudi,Blue,Standard,3.5,Gas,Automatic,128439,Riyadh,76500,4
2214,Dodge,Durango,Saudi,White,Standard,3.6,Gas,Automatic,102608,Riyadh,76500,4
2215,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,175559,Riyadh,76500,4
2216,Hyundai,Azera,Saudi,White,Standard,3.0,Gas,Automatic,61294,Riyadh,76500,2
2221,Lexus,LS,Saudi,Navy,Full,4.6,Gas,Automatic,299000,Dammam,38000,13
2222,Hyundai,Santa fe,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,215000,Jeddah,41000,7
2224,Toyota,Camry,Saudi,Golden,Standard,2.5,Gas,Automatic,362000,Dammam,38000,4
2225,Toyota,Land Cruiser,Saudi,Grey,Full,5.7,Gas,Automatic,240000,Riyadh,158000,6
2226,Ford,Taurus,Saudi,White,Semi Full,3.5,Gas,Automatic,280000,Riyadh,46000,8
2227,Nissan,Maxima,Saudi,White,Full,3.5,Gas,Automatic,48000,Dammam,85000,3
2228,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,168000,Dammam,26000,4
2229,Mazda,6,Saudi,Silver,Standard,2.5,Gas,Automatic,175000,Dammam,50000,4
2230,Jeep,Wrangler,Saudi,White,Full,3.0,Gas,Automatic,70000,Dammam,108000,3
2231,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,106000,Khobar,73000,5
2233,Toyota,Hilux,Saudi,White,Standard,1.4,Gas,Manual,300000,Tabouk,20000,10
2234,Hyundai,Tucson,Saudi,Another Color,Standard,2.0,Gas,Automatic,85000,Jeddah,65000,3
2235,Mazda,6,Saudi,Grey,Full,2.4,Gas,Automatic,42000,Jeddah,86000,3
2236,Mazda,3,Saudi,Silver,Standard,1.6,Gas,Automatic,90000,Jeddah,41000,3
2237,GMC,Yukon,Saudi,Golden,Standard,4.0,Gas,Automatic,141000,Jeddah,80000,8
2238,Mazda,CX3,Saudi,White,Standard,2.0,Gas,Automatic,64000,Jeddah,55000,2
2239,Mazda,CX9,Saudi,White,Standard,2.5,Gas,Automatic,20000,Jeddah,115000,1
2240,Ford,Expedition,Saudi,White,Standard,3.5,Gas,Automatic,110790,Riyadh,77000,6
2241,Toyota,Rav4,Saudi,White,Standard,2.5,Gas,Automatic,133578,Riyadh,77500,3
2242,Toyota,Avalon,Saudi,White,Standard,3.5,Gas,Automatic,249539,Riyadh,77500,6
2243,Hyundai,Tucson,Saudi,Silver,Standard,2.0,Gas,Automatic,16458,Riyadh,78500,1
2245,Mazda,CX3,Saudi,Another Color,Standard,2.0,Gas,Automatic,57000,Jeddah,55000,2
2246,Mazda,CX3,Saudi,Navy,Standard,2.0,Gas,Automatic,70000,Jeddah,48000,3
2247,Mazda,3,Saudi,Black,Standard,1.6,Gas,Automatic,105000,Jeddah,38000,3
2248,Lexus,ES,Gulf Arabic,White,Full,3.5,Gas,Automatic,86000,Jeddah,125000,5
2250,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,150000,Riyadh,31000,4
2251,Kia,Rio,Saudi,Another Color,Standard,1.4,Gas,Automatic,270000,Riyadh,25000,5
2254,Lexus,ES,Saudi,White,Standard,2.5,Gas,Automatic,700,Jeddah,183000,0
2255,Toyota,Avalon,Saudi,White,Full,3.5,Gas,Automatic,33000,Jeddah,164000,1
2256,Mercedes,E,Saudi,White,Semi Full,2.0,Gas,Automatic,102000,Jeddah,155000,3
2257,Dodge,Charger,Saudi,Red,Full,5.7,Gas,Automatic,64000,Jeddah,145000,4
2258,Toyota,Fortuner,Saudi,White,Standard,2.7,Gas,Automatic,60000,Jeddah,97000,2
2259,Audi,A8,Saudi,White,Full,3.0,Gas,Automatic,134000,Jeddah,85000,8
2260,Ford,Taurus,Saudi,Silver,Standard,2.0,Gas,Automatic,91000,Jeddah,77000,3
2261,Ford,Taurus,Saudi,Black,Standard,3.5,Gas,Automatic,103000,Jeddah,70000,5
2262,Hyundai,Sonata,Saudi,Black,Full,2.5,Gas,Automatic,3000,Jeddah,118000,1
2263,Toyota,FJ,Gulf Arabic,Blue,Full,4.0,Gas,Automatic,158200,Jazan,105000,4
2265,Nissan,Maxima,Gulf Arabic,Black,Full,3.0,Gas,Automatic,280000,Riyadh,22000,11
2268,Mazda,CX9,Saudi,Navy,Full,2.7,Gas,Automatic,78000,Jeddah,57000,6
2269,Hyundai,Elantra,Saudi,Grey,Semi Full,2.0,Gas,Automatic,9974,Riyadh,78500,0
2270,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Automatic,78102,Riyadh,78500,5
2271,Dodge,Charger,Saudi,Red,Semi Full,3.6,Gas,Automatic,129477,Riyadh,78500,5
2272,Dodge,Charger,Saudi,Blue,Semi Full,5.7,Gas,Automatic,236335,Riyadh,78500,5
2274,Kia,Cerato,Saudi,White,Standard,1.6,Gas,Automatic,34000,Riyadh,32000,5
2275,Renault,Dokker,Saudi,White,Standard,1.8,Gas,Manual,143000,Riyadh,20000,5
2276,Toyota,Camry,Saudi,Silver,Full,2.5,Gas,Automatic,75000,Dammam,73000,4
2277,Hyundai,Sonata,Saudi,Black,Semi Full,2.5,Gas,Automatic,84000,Riyadh,68000,3
2279,Toyota,Avalon,Saudi,White,Full,3.0,Gas,Automatic,225000,Aseer,75000,9
2280,Land Rover,Range Rover,Saudi,Grey,Full,3.0,Gas,Automatic,150000,Riyadh,115000,4
2283,Dodge,Ram,Saudi,White,Standard,2.5,Diesel,Manual,65000,Dammam,50000,2
2284,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,238000,Dammam,40500,5
2285,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,123213,Dammam,40500,5
2286,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,148000,Dammam,39500,5
2287,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,294000,Dammam,38500,5
2290,GMC,Yukon,Saudi,Silver,Standard,5.3,Gas,Automatic,196600,Dammam,130000,3
2291,GMC,Yukon,Saudi,Grey,Semi Full,5.3,Gas,Automatic,195000,Dammam,125000,3
2292,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,62000,Dammam,87000,4
2293,Toyota,Prado,Saudi,White,Standard,2.7,Gas,Automatic,250000,Dammam,78000,6
2294,Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,223000,Dammam,77000,4
2295,Mazda,CX9,Saudi,Another Color,Full,2.5,Gas,Automatic,91000,Dammam,75000,5
2296,Chevrolet,Silverado,Saudi,Brown,Semi Full,5.3,Gas,Automatic,270000,Dammam,75000,5
2297,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,270337,Dammam,70000,4
2298,Toyota,Avalon,Saudi,Brown,Semi Full,3.5,Gas,Automatic,188257,Jeddah,78500,7
2299,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,74522,Riyadh,79500,8
2300,Mercedes,C,Saudi,White,Full,1.8,Gas,Automatic,148925,Jeddah,79500,7
2301,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,70375,Riyadh,80500,8
2302,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.4,Diesel,Manual,300000,Dammam,70000,8
2303,Toyota,Hilux,Gulf Arabic,White,Standard,2.7,Gas,Manual,129000,Dammam,69000,5
2304,Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,275916,Dammam,67000,3
2306,Toyota,Camry,Saudi,Bronze,Standard,2.5,Gas,Automatic,90000,Dammam,66000,4
2307,Toyota,Hiace,Saudi,White,Standard,2.4,Gas,Manual,245743,Dammam,65000,5
2308,Mazda,6,Saudi,White,Standard,2.5,Gas,Automatic,42885,Dammam,65000,3
2309,Toyota,Hiace,Saudi,White,Standard,2.4,Gas,Manual,210000,Dammam,65000,5
2310,Toyota,Hiace,Saudi,White,Standard,2.4,Gas,Manual,205812,Dammam,65000,5
2311,Mazda,6,Saudi,White,Standard,2.5,Gas,Automatic,71169,Dammam,65000,3
2312,Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,85218,Dammam,64000,4
2313,Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,145997,Dammam,64000,4
2314,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,126000,Dammam,63000,4
2315,Toyota,Hiace,Saudi,Red,Standard,2.7,Gas,Manual,61000,Dammam,63000,4
2316,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,266949,Dammam,63000,5
2317,Mazda,6,Saudi,White,Standard,2.5,Gas,Automatic,79795,Dammam,63000,3
2318,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,183000,Dammam,60000,6
2319,Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,178000,Dammam,60000,6
2320,Toyota,Hilux,Saudi,White,Standard,2.4,Gas,Manual,250000,Dammam,58000,5
2321,Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,245599,Dammam,55000,5
2323,Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,299967,Dammam,53000,6
2324,Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,251662,Dammam,53000,6
2325,Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,79882,Dammam,50500,3
2326,Toyota,Corolla,Saudi,Golden,Standard,1.6,Gas,Automatic,85258,Dammam,50000,3
2327,Ford,Taurus,Saudi,White,Standard,2.0,Gas,Automatic,85828,Riyadh,80500,2
2328,Ford,Taurus,Saudi,White,Standard,2.0,Gas,Automatic,82569,Riyadh,80500,2
2329,Toyota,Fortuner,Saudi,Grey,Semi Full,4.0,Gas,Manual,70346,Riyadh,80500,6
2330,Toyota,Corolla,Saudi,White,Standard,1.5,Gas,Automatic,98257,Dammam,49000,3
2331,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,120000,Dammam,48000,6
2332,Hyundai,Elantra,Saudi,Brown,Standard,1.6,Gas,Automatic,91700,Dammam,48000,3
2333,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,85884,Dammam,46500,3
2334,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,84289,Dammam,46000,4
2335,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,86782,Dammam,46000,4
2336,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,72609,Dammam,46000,4
2337,GMC,Sierra,Saudi,White,Standard,5.3,Gas,Automatic,300000,Dammam,45000,8
2338,Toyota,Innova,Saudi,Grey,Standard,2.7,Gas,Automatic,230000,Dammam,45000,6
2339,Hyundai,Elantra,Saudi,Another Color,Standard,1.6,Gas,Automatic,91000,Dammam,43500,4
2340,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,249410,Dammam,43000,4
2341,Kia,Sportage,Saudi,Another Color,Standard,2.0,Gas,Automatic,155000,Dammam,42000,5
2343,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Manual,83000,Dammam,38500,5
2344,Toyota,Corolla,Saudi,Another Color,Standard,1.6,Gas,Automatic,141195,Dammam,37000,5
2345,Hyundai,Azera,Saudi,White,Full,3.0,Gas,Automatic,272783,Dammam,36000,6
2346,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,81000,Dammam,35500,3
2347,Toyota,Corolla,Saudi,Red,Standard,1.6,Gas,Manual,128333,Dammam,33000,6
2348,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,63012,Dammam,32000,3
2349,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,67000,Dammam,32000,3
2350,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,65700,Dammam,32000,3
2351,Suzuki,APV,Saudi,Yellow,Standard,1.6,Gas,Manual,80000,Dammam,30000,4
2352,Hyundai,Accent,Saudi,White,Standard,1.6,Gas,Automatic,212000,Dammam,29500,4
2353,Hyundai,Accent,Saudi,Another Color,Standard,1.4,Gas,Automatic,59933,Dammam,29500,4
2354,Toyota,Yaris,Saudi,Green,Standard,1.5,Gas,Automatic,133000,Dammam,29000,4
2355,Mitsubishi,Pajero,Saudi,Golden,Standard,3.5,Gas,Automatic,8968,Riyadh,81500,2
2356,Toyota,Camry,Saudi,Red,Standard,2.5,Gas,Automatic,105285,Riyadh,81500,2
2357,Hyundai,Sonata,Saudi,Grey,Full,2.4,Gas,Automatic,49271,Riyadh,81500,3
2358,Toyota,Avalon,Saudi,White,Standard,3.5,Gas,Automatic,110864,Riyadh,81500,5
2359,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,112972,Dammam,29000,4
2360,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,166000,Dammam,28500,5
2361,Daihatsu,Gran Max,Saudi,White,Standard,1.5,Gas,Manual,95000,Dammam,28000,7
2362,Suzuki,APV,Saudi,White,Standard,1.6,Gas,Manual,329000,Dammam,28000,5
2363,Suzuki,APV,Saudi,White,Standard,1.6,Gas,Manual,162000,Dammam,28000,5
2364,Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,76672,Dammam,28000,4
2365,Toyota,Yaris,Saudi,Silver,Standard,1.5,Gas,Automatic,193265,Dammam,26500,6
2366,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,133300,Dammam,26000,5
2367,Mitsubishi,Attrage,Saudi,White,Standard,1.2,Gas,Automatic,102000,Dammam,24500,3
2372,Toyota,Coaster,Saudi,White,Standard,3.0,Gas,Manual,195000,Dammam,75000,7
2373,Ford,Taurus,Saudi,Silver,Standard,3.5,Gas,Automatic,131408,Dammam,69000,4
2374,Ford,Taurus,Saudi,Another Color,Standard,3.5,Gas,Automatic,153889,Dammam,68000,4
2375,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,174172,Dammam,65000,5
2376,Toyota,Hilux,Gulf Arabic,White,Standard,2.7,Gas,Manual,97173,Dammam,64000,5
2377,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,166085,Dammam,63000,5
2378,Toyota,Hilux,Gulf Arabic,White,Standard,2.7,Gas,Manual,172632,Dammam,63000,5
2379,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,165000,Dammam,63000,5
2380,Toyota,Hilux,Gulf Arabic,White,Standard,2.7,Gas,Manual,157051,Dammam,63000,5
2381,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,213557,Dammam,63000,5
2382,Toyota,Camry,Saudi,Grey,Standard,2.5,Gas,Automatic,102637,Dammam,62500,4
2383,Toyota,Hilux,Gulf Arabic,White,Standard,2.7,Gas,Manual,182774,Dammam,62000,5
2384,Honda,Accord,Saudi,Another Color,Full,2.4,Gas,Automatic,93990,Riyadh,83500,4
2385,Ford,Explorer,Saudi,Black,Full,3.5,Gas,Automatic,14606,Riyadh,83500,8
2386,Toyota,Camry,Gulf Arabic,White,Standard,2.5,Gas,Automatic,4443,Riyadh,84500,1
2387,Dodge,Charger,Saudi,Grey,Standard,3.6,Gas,Automatic,99288,Riyadh,84500,3
2388,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,220424,Dammam,62000,5
2389,Toyota,Hilux,Saudi,White,Standard,1.5,Gas,Manual,131006,Dammam,58000,5
2390,Hyundai,Sonata,Saudi,Silver,Standard,2.4,Gas,Automatic,109191,Dammam,54000,4
2391,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,179622,Dammam,48000,6
2392,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,216902,Dammam,48000,6
2393,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,64126,Dammam,32000,3
2394,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,112000,Dammam,28500,4
2395,Toyota,Yaris,Saudi,Blue,Standard,1.5,Gas,Automatic,180000,Dammam,28500,5
2396,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,126000,Dammam,28000,5
2397,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,159626,Dammam,27500,5
2398,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,181802,Dammam,25500,6
2399,Chevrolet,Tahoe,Other,Another Color,Semi Full,5.7,Gas,Automatic,300000,Aseer,35000,13
2401,Mitsubishi,Pajero,Saudi,White,Standard,3.5,Gas,Automatic,84000,Dammam,42000,5
2404,GMC,Yukon,Saudi,Another Color,Full,5.3,Gas,Automatic,206000,Riyadh,90000,8
2405,Nissan,Juke,Saudi,Grey,Semi Full,1.5,Gas,Automatic,225000,Riyadh,26000,7
2406,Dodge,Charger,Other,Black,Full,3.6,Gas,Automatic,101000,Dammam,95000,5
2407,Toyota,Yaris,Saudi,Red,Standard,1.5,Gas,Automatic,195000,Jeddah,31000,3
2409,Chevrolet,Caprice,Saudi,White,Full,6.2,Gas,Automatic,200,Jeddah,70000,12
2410,Toyota,Hilux,Saudi,White,Full,2.4,Diesel,Manual,24000,Riyadh,120000,1
2412,Honda,Odyssey,Saudi,Bronze,Full,4.6,Gas,Automatic,260000,Riyadh,33000,11
2413,Dodge,Charger,Saudi,Grey,Semi Full,3.6,Gas,Automatic,157136,Riyadh,84500,5
2414,Kia,Cadenza,Saudi,Another Color,Full,3.3,Gas,Automatic,88331,Riyadh,84500,4
2415,Genesis,G80,Saudi,Black,Semi Full,3.8,Gas,Automatic,165061,Riyadh,85500,5
2416,Hyundai,Sonata,Saudi,White,Full,1.6,Gas,Automatic,240000,Jeddah,45000,4
2417,Ford,Taurus,Saudi,Silver,Standard,3.6,Gas,Automatic,353000,Riyadh,39500,8
2418,Hyundai,Elantra,Saudi,Grey,Standard,2.0,Gas,Automatic,117000,Riyadh,39000,5
2419,Chevrolet,Caprice,Saudi,Silver,Standard,3.6,Gas,Automatic,283000,Riyadh,33000,11
2420,Ford,Expedition,Saudi,White,Standard,5.4,Gas,Automatic,97000,Riyadh,55000,7
